Id,Weekly_Sales
18_26_2013-07-12,9474.26808257118
18_26_2013-07-19,10005.09965778651
18_26_2013-07-26,10073.660164335453
18_27_2012-11-02,4831.095630188007
18_27_2012-11-09,9041.50693502323
18_27_2012-11-16,8468.510277870662
18_27_2012-11-23,10197.25486186129
18_27_2012-11-30,20366.86181127867
18_27_2012-12-07,8165.353238280578
18_27_2012-12-14,9375.725459329306
18_27_2012-12-21,9736.740339456177
18_27_2012-12-28,6245.92115999064
18_27_2013-01-04,5610.149288298472
18_27_2013-01-11,6376.947251821661
18_27_2013-01-18,6213.2446826534015
18_27_2013-01-25,5784.806480023876
18_27_2013-02-01,7063.669076700666
18_27_2013-02-08,6999.409476018282
18_27_2013-02-15,9068.892194621401
18_27_2013-02-22,9083.823370437754
18_27_2013-03-01,5698.095303030572
18_27_2013-03-08,9243.061574580348
18_27_2013-03-15,9196.412745807796
18_27_2013-03-22,9134.223788912173
18_27_2013-03-29,9383.623466320227
18_27_2013-04-05,4741.9797081633515
18_27_2013-04-12,9523.849879583386
18_27_2013-04-19,9544.022812995916
18_27_2013-04-26,9539.44452663623
18_27_2013-05-03,5201.206073985909
18_27_2013-05-10,9932.773924328862
18_27_2013-05-17,10124.774138921333
18_27_2013-05-24,10070.647025062992
18_27_2013-05-31,9755.446568761548
18_27_2013-06-07,10749.453231328594
18_27_2013-06-14,11173.7305187016
18_27_2013-06-21,10878.46440762902
18_27_2013-06-28,10320.779879148391
18_27_2013-07-05,5528.295913949812
18_27_2013-07-12,9491.57538762488
18_27_2013-07-19,9962.5945311969
18_27_2013-07-26,10665.44579306484
18_28_2012-11-02,4710.630840490722
18_28_2012-11-09,8838.85041306837
18_28_2012-11-16,8545.429513466732
18_28_2012-11-23,9731.688423334415
18_28_2012-11-30,19592.74382683882
18_28_2012-12-07,7417.331091833041
18_28_2012-12-14,10628.63346579721
18_28_2012-12-21,8608.329525917032
18_28_2012-12-28,6040.416077680936
18_28_2013-01-04,5498.716856324761
18_28_2013-01-11,6262.748498849684
18_28_2013-01-18,6452.082162880704
18_28_2013-01-25,6092.738169018344
18_28_2013-02-01,6988.564412182918
18_28_2013-02-08,6783.610215076485
18_28_2013-02-15,9074.269139020682
18_28_2013-02-22,9093.92158042524
18_28_2013-03-01,5044.288774196325
18_28_2013-03-08,9385.2132474202
18_28_2013-03-15,9114.571347507614
18_28_2013-03-22,9134.223788912173
18_28_2013-03-29,9173.56214249984
18_28_2013-04-05,4731.720791314798
18_28_2013-04-12,9573.21309846273
18_28_2013-04-19,9544.022812995916
18_28_2013-04-26,9519.792085231673
18_28_2013-05-03,4557.936842904531
18_28_2013-05-10,9852.994588454061
18_28_2013-05-17,10199.560838060615
18_28_2013-05-24,10070.10848214722
18_28_2013-05-31,9656.271673079455
18_28_2013-06-07,10463.89336996934
18_28_2013-06-14,11121.152564607597
18_28_2013-06-21,10779.056708449412
18_28_2013-06-28,10259.248594334422
18_28_2013-07-05,4656.151112209305
18_28_2013-07-12,10182.694410365144
18_28_2013-07-19,11100.43335692969
18_28_2013-07-26,10826.853179264435
18_29_2012-11-02,6862.188127477547
18_29_2012-11-09,9130.142975986953
18_29_2012-11-16,9794.78418468184
18_29_2012-11-23,10354.582023330859
18_29_2012-11-30,19648.33754768222
18_29_2012-12-07,9852.116334005445
18_29_2012-12-14,11545.855090519084
18_29_2012-12-21,16392.977389326577
18_29_2012-12-28,7110.699882864862
18_29_2013-01-04,5843.686038274019
18_29_2013-01-11,6491.517287957231
18_29_2013-01-18,6345.926121435329
18_29_2013-01-25,6198.398594397964
18_29_2013-02-01,7457.451780926094
18_29_2013-02-08,6980.497447709068
18_29_2013-02-15,9603.047613246874
18_29_2013-02-22,9632.716357073657
18_29_2013-03-01,5236.167796465075
18_29_2013-03-08,9307.428447403485
18_29_2013-03-15,9114.571347507614
18_29_2013-03-22,9134.223788912173
18_29_2013-03-29,9388.133668090788
18_29_2013-04-05,4942.597742103144
18_29_2013-04-12,9559.121470442049
18_29_2013-04-19,9599.85005614965
18_29_2013-04-26,9545.722942291308
18_29_2013-05-03,4606.8085547155215
18_29_2013-05-10,9829.902994446724
18_29_2013-05-17,10290.021037639552
18_29_2013-05-24,10083.282143791252
18_29_2013-05-31,10235.671640969123
18_29_2013-06-07,10542.836367595924
18_29_2013-06-14,11138.61528523507
18_29_2013-06-21,10847.770429917133
18_29_2013-06-28,10535.571497855646
18_29_2013-07-05,5042.47934873531
18_29_2013-07-12,10006.220590766035
18_29_2013-07-19,11100.43335692969
18_29_2013-07-26,10871.787219498912
18_30_2012-11-02,4962.949966853628
18_30_2012-11-09,8753.416512283333
18_30_2012-11-16,9043.890554939911
18_30_2012-11-23,9438.254283054068
18_30_2012-11-30,15294.689181897435
18_30_2012-12-07,8045.416019005019
18_30_2012-12-14,9731.658613393847
18_30_2012-12-21,12922.473061889412
18_30_2012-12-28,5946.6669761238845
18_30_2013-01-04,5694.582275174552
18_30_2013-01-11,6452.526010619626
18_30_2013-01-18,6484.168490984418
18_30_2013-01-25,6063.89547815106
18_30_2013-02-01,5677.42923086705
18_30_2013-02-08,7118.802062305525
18_30_2013-02-15,9575.797711909712
18_30_2013-02-22,9656.61644231517
18_30_2013-03-01,5222.044491342543
18_30_2013-03-08,9333.640337557614
18_30_2013-03-15,9162.434962616919
18_30_2013-03-22,9114.571347507614
18_30_2013-03-29,10140.6317634844
18_30_2013-04-05,4836.214836242673
18_30_2013-04-12,9598.037500266159
18_30_2013-04-19,9988.619225917886
18_30_2013-04-26,9604.130022142721
18_30_2013-05-03,4708.099974241061
18_30_2013-05-10,9961.582207092082
18_30_2013-05-17,10437.394539894896
18_30_2013-05-24,10083.282143791252
18_30_2013-05-31,10327.299043676972
18_30_2013-06-07,10416.916409414656
18_30_2013-06-14,11163.528872215978
18_30_2013-06-21,11012.421951503124
18_30_2013-06-28,11868.148351816846
18_30_2013-07-05,5018.582832151355
18_30_2013-07-12,9177.381260500912
18_30_2013-07-19,11583.738295562012
18_30_2013-07-26,10952.766749138462
18_31_2012-11-02,4639.8276075150425
18_31_2012-11-09,7758.734650701132
18_31_2012-11-16,8624.300550501815
18_31_2012-11-23,9735.79363716849
18_31_2012-11-30,13385.050316528132
18_31_2012-12-07,8194.403343385957
18_31_2012-12-14,9786.395623082552
18_31_2012-12-21,13023.89361942628
18_31_2012-12-28,6455.580036351588
18_31_2013-01-04,5728.5585594032655
18_31_2013-01-11,6415.04708102393
18_31_2013-01-18,6070.83947741091
18_31_2013-01-25,5971.688832831148
18_31_2013-02-01,5194.129449404935
18_31_2013-02-08,7046.003924046804
18_31_2013-02-15,10013.753072012581
18_31_2013-02-22,9995.558200730055
18_31_2013-03-01,5193.660620860724
18_31_2013-03-08,9282.987794194143
18_31_2013-03-15,9192.331348711017
18_31_2013-03-22,9114.571347507614
18_31_2013-03-29,11015.910680956677
18_31_2013-04-05,5172.404416947408
18_31_2013-04-12,9793.92592729381
18_31_2013-04-19,9999.822597150604
18_31_2013-04-26,9668.375684521956
18_31_2013-05-03,5212.522738582962
18_31_2013-05-10,10056.503400902433
18_31_2013-05-17,10527.45810055862
18_31_2013-05-24,10192.039774582689
18_31_2013-05-31,11071.03255804552
18_31_2013-06-07,9885.164047594451
18_31_2013-06-14,11163.528872215978
18_31_2013-06-21,11069.625120281222
18_31_2013-06-28,11501.014911762924
18_31_2013-07-05,5509.42306630456
18_31_2013-07-12,8656.552858203757
18_31_2013-07-19,11669.051724759118
18_31_2013-07-26,11053.57553731352
18_32_2012-11-02,6214.031601800611
18_32_2012-11-09,7765.606083478922
18_32_2012-11-16,8822.281077181675
18_32_2012-11-23,9367.18263553923
18_32_2012-11-30,19117.981713075565
18_32_2012-12-07,8956.106758347634
18_32_2012-12-14,11476.580421775097
18_32_2012-12-21,20556.17067800217
18_32_2012-12-28,6864.666156753076
18_32_2013-01-04,6349.486133502783
18_32_2013-01-11,6470.826054012215
18_32_2013-01-18,6245.115638742055
18_32_2013-01-25,6057.213376302363
18_32_2013-02-01,5392.802528820277
18_32_2013-02-08,7973.087148104258
18_32_2013-02-15,10659.708544838622
18_32_2013-02-22,10479.318691360539
18_32_2013-03-01,5400.805023528075
18_32_2013-03-08,9451.09637699375
18_32_2013-03-15,9474.829823518536
18_32_2013-03-22,9114.571347507614
18_32_2013-03-29,11243.958936606039
18_32_2013-04-05,7052.677510745741
18_32_2013-04-12,9986.076002569385
18_32_2013-04-19,10266.274006464735
18_32_2013-04-26,9892.53061853434
18_32_2013-05-03,7713.716674643051
18_32_2013-05-10,10427.851144184093
18_32_2013-05-17,10715.965528284438
18_32_2013-05-24,10463.50439560465
18_32_2013-05-31,11345.176534516402
18_32_2013-06-07,9521.181845617715
18_32_2013-06-14,11876.611044233601
18_32_2013-06-21,11099.420080267995
18_32_2013-06-28,11679.942748479436
18_32_2013-07-05,6506.108681684225
18_32_2013-07-12,9429.315455951179
18_32_2013-07-19,12216.265335710215
18_32_2013-07-26,11406.020585372557
18_33_2012-11-02,7571.590860298569
18_33_2012-11-09,7609.280875942456
18_33_2012-11-16,9440.09730599915
18_33_2012-11-23,9609.387397356273
18_33_2012-11-30,15743.617581787375
18_33_2012-12-07,8816.87792888545
18_33_2012-12-14,12078.93392945202
18_33_2012-12-21,17765.481596120793
18_33_2012-12-28,7090.819372548614
18_33_2013-01-04,6401.759331904819
18_33_2013-01-11,6407.1521251201075
18_33_2013-01-18,6099.892707390034
18_33_2013-01-25,6235.922621945301
18_33_2013-02-01,6356.156814654086
18_33_2013-02-08,8442.842587268691
18_33_2013-02-15,12116.1375806722
18_33_2013-02-22,11523.42751848856
18_33_2013-03-01,6623.161298803924
18_33_2013-03-08,9762.16865928661
18_33_2013-03-15,9755.10203362017
18_33_2013-03-22,9187.464348420759
18_33_2013-03-29,11544.369042295242
18_33_2013-04-05,10431.720740103747
18_33_2013-04-12,10021.750822090038
18_33_2013-04-19,10361.284114623073
18_33_2013-04-26,9966.160162696317
18_33_2013-05-03,8981.027601054559
18_33_2013-05-10,9961.420948395338
18_33_2013-05-17,11725.1413388081
18_33_2013-05-24,10520.707564382747
18_33_2013-05-31,11345.176534516402
18_33_2013-06-07,9442.417257739073
18_33_2013-06-14,12364.825154382865
18_33_2013-06-21,11842.633018181437
18_33_2013-06-28,11956.482582029612
18_33_2013-07-05,8947.38431607214
18_33_2013-07-12,14256.811333470283
18_33_2013-07-19,13049.890249287228
18_33_2013-07-26,12084.617027478485
18_34_2012-11-02,9768.181406144702
18_34_2012-11-09,9276.361052395292
18_34_2012-11-16,14321.66376282959
18_34_2012-11-23,12231.920736367267
18_34_2012-11-30,13723.69295434619
18_34_2012-12-07,12013.17279601378
18_34_2012-12-14,16319.651772452526
18_34_2012-12-21,19380.05636986953
18_34_2012-12-28,11743.875175211228
18_34_2013-01-04,7661.867164516542
18_34_2013-01-11,7293.067546614572
18_34_2013-01-18,6434.049301578222
18_34_2013-01-25,6737.9903834346605
18_34_2013-02-01,7155.651882000893
18_34_2013-02-08,12424.969914210855
18_34_2013-02-15,12476.861849041712
18_34_2013-02-22,11701.283200479495
18_34_2013-03-01,11759.299741265839
18_34_2013-03-08,10733.37660422624
18_34_2013-03-15,10532.201324390988
18_34_2013-03-22,9842.677482676414
18_34_2013-03-29,12438.026380145642
18_34_2013-04-05,10304.190202935333
18_34_2013-04-12,10351.434752366047
18_34_2013-04-19,10577.83117823882
18_34_2013-04-26,10235.03376164234
18_34_2013-05-03,10467.376955656246
18_34_2013-05-10,11237.619160042033
18_34_2013-05-17,11982.35937040712
18_34_2013-05-24,11107.507273971165
18_34_2013-05-31,11681.7349139698
18_34_2013-06-07,14605.828639230796
18_34_2013-06-14,12738.717113348002
18_34_2013-06-21,12133.276061898196
18_34_2013-06-28,12251.742620757464
18_34_2013-07-05,13227.738092322574
18_34_2013-07-12,14974.858035774307
18_34_2013-07-19,14126.457256860032
18_34_2013-07-26,12529.270696488138
18_35_2012-11-02,5231.541296836562
18_35_2012-11-09,9248.018616666057
18_35_2012-11-16,12821.994145839222
18_35_2012-11-23,12106.23774122458
18_35_2012-11-30,12720.269086446853
18_35_2012-12-07,12226.792256074064
18_35_2012-12-14,14962.402522152088
18_35_2012-12-21,15933.202086350375
18_35_2012-12-28,10476.339194204405
18_35_2013-01-04,12612.660119928441
18_35_2013-01-11,6973.405767190886
18_35_2013-01-18,6418.765727603552
18_35_2013-01-25,7633.860924151467
18_35_2013-02-01,5306.422273739727
18_35_2013-02-08,8806.218599034815
18_35_2013-02-15,12540.86289046636
18_35_2013-02-22,11719.108138789798
18_35_2013-03-01,9535.160989821621
18_35_2013-03-08,10577.988809314184
18_35_2013-03-15,10816.610053985203
18_35_2013-03-22,10068.757242062791
18_35_2013-03-29,12981.212734071221
18_35_2013-04-05,8041.172770297735
18_35_2013-04-12,10485.177519456169
18_35_2013-04-19,11641.041174499182
18_35_2013-04-26,10342.837171537281
18_35_2013-05-03,8953.030535400316
18_35_2013-05-10,13259.126364341055
18_35_2013-05-17,12477.39827439452
18_35_2013-05-24,11402.886867732042
18_35_2013-05-31,11795.017093505701
18_35_2013-06-07,15103.619238134634
18_35_2013-06-14,14360.94294286695
18_35_2013-06-21,12634.024664169307
18_35_2013-06-28,12271.151418923357
18_35_2013-07-05,8926.185785630458
18_35_2013-07-12,15117.87943325165
18_35_2013-07-19,15610.103237312318
18_35_2013-07-26,13233.546177279879
18_36_2012-11-02,3833.491796097732
18_36_2012-11-09,13845.988051024618
18_36_2012-11-16,16736.713298477593
18_36_2012-11-23,12799.355313872376
18_36_2012-11-30,10272.679496774574
18_36_2012-12-07,15184.42589569194
18_36_2012-12-14,17167.78760840358
18_36_2012-12-21,17139.033131017433
18_36_2012-12-28,12553.990205999766
18_36_2013-01-04,17739.811522150252
18_36_2013-01-11,7181.541002592352
18_36_2013-01-18,6681.186603268504
18_36_2013-01-25,8958.860675221187
18_36_2013-02-01,7466.460031933414
18_36_2013-02-08,9829.264400072861
18_36_2013-02-15,13747.567685572558
18_36_2013-02-22,13512.223262602864
18_36_2013-03-01,8846.238763091562
18_36_2013-03-08,11148.183088635475
18_36_2013-03-15,11453.590130740782
18_36_2013-03-22,12061.726302861409
18_36_2013-03-29,14030.215332760288
18_36_2013-04-05,8116.830274884889
18_36_2013-04-12,13505.645052993863
18_36_2013-04-19,11837.470929717178
18_36_2013-04-26,11260.818084603328
18_36_2013-05-03,8125.759358106132
18_36_2013-05-10,15190.407762703893
18_36_2013-05-17,13509.476172648825
18_36_2013-05-24,11987.310886338095
18_36_2013-05-31,11637.188297830415
18_36_2013-06-07,15301.17449489982
18_36_2013-06-14,14430.510063549793
18_36_2013-06-21,13287.58757739656
18_36_2013-06-28,11940.268407210275
18_36_2013-07-05,7523.516753459552
18_36_2013-07-12,15117.87943325165
18_36_2013-07-19,14811.160216158401
18_36_2013-07-26,13999.109355792707
18_38_2012-11-02,56773.831637146235
18_38_2012-11-09,34111.18511985586
18_38_2012-11-16,25534.49361703901
18_38_2012-11-23,19952.08135286225
18_38_2012-11-30,9482.984687298205
18_38_2012-12-07,25796.1844721374
18_38_2012-12-14,27498.767430385946
18_38_2012-12-21,28956.806984838895
18_38_2012-12-28,36195.574958200334
18_38_2013-01-04,19706.057095106007
18_38_2013-01-11,33658.077787585884
18_38_2013-01-18,30929.645333861754
18_38_2013-01-25,28049.734648214322
18_38_2013-02-01,37705.683327200975
18_38_2013-02-08,40823.32915690898
18_38_2013-02-15,16384.909518746997
18_38_2013-02-22,17173.23744784801
18_38_2013-03-01,53868.46368030136
18_38_2013-03-08,19344.862515789577
18_38_2013-03-15,19430.01344805304
18_38_2013-03-22,19164.25130381814
18_38_2013-03-29,13119.595397396997
18_38_2013-04-05,51739.989835642984
18_38_2013-04-12,14924.777763740449
18_38_2013-04-19,13418.25885330831
18_38_2013-04-26,15586.959223561613
18_38_2013-05-03,52373.96741296029
18_38_2013-05-10,15098.177639584681
18_38_2013-05-17,15459.561064265266
18_38_2013-05-24,14861.169527334661
18_38_2013-05-31,11738.10357474004
18_38_2013-06-07,16139.185408886648
18_38_2013-06-14,15147.016766704513
18_38_2013-06-21,14617.872223770937
18_38_2013-06-28,11941.781304838965
18_38_2013-07-05,57344.9402494576
18_38_2013-07-12,18855.7102105263
18_38_2013-07-19,16589.308209698018
18_38_2013-07-26,17024.366326608695
18_40_2012-11-02,37854.20071281451
18_40_2012-11-09,20140.22504058983
18_40_2012-11-16,26133.361821710467
18_40_2012-11-23,30561.069632904335
18_40_2012-11-30,9874.08617376564
18_40_2012-12-07,26107.697247856235
18_40_2012-12-14,23048.312483025387
18_40_2012-12-21,28594.292184972805
18_40_2012-12-28,32049.744542680222
18_40_2013-01-04,10280.946726597851
18_40_2013-01-11,21763.245798016815
18_40_2013-01-18,22950.988435550313
18_40_2013-01-25,21416.577505900143
18_40_2013-02-01,45353.281197767225
18_40_2013-02-08,42924.25639089349
18_40_2013-02-15,21619.095806048386
18_40_2013-02-22,19729.16698105695
18_40_2013-03-01,41854.08830861649
18_40_2013-03-08,15055.33204894547
18_40_2013-03-15,14755.657515560804
18_40_2013-03-22,14643.147361307769
18_40_2013-03-29,14456.234925516128
18_40_2013-04-05,37370.291329113184
18_40_2013-04-12,14314.52028165757
18_40_2013-04-19,16160.670951454998
18_40_2013-04-26,14633.700761419506
18_40_2013-05-03,21995.2069045443
18_40_2013-05-10,14998.75602274329
18_40_2013-05-17,15542.726522137853
18_40_2013-05-24,17456.494204227798
18_40_2013-05-31,14313.001748435281
18_40_2013-06-07,16908.52414459254
18_40_2013-06-14,15287.086999863091
18_40_2013-06-21,17199.58386625271
18_40_2013-06-28,12436.55403112642
18_40_2013-07-05,50435.835488966186
18_40_2013-07-12,15706.021239320693
18_40_2013-07-19,15676.018243832526
18_40_2013-07-26,16401.690226798644
18_41_2012-11-02,11000.533453099291
18_41_2012-11-09,15392.030052004275
18_41_2012-11-16,16685.857998629268
18_41_2012-11-23,12014.228581634585
18_41_2012-11-30,13768.831090912157
18_41_2012-12-07,18755.65277267903
18_41_2012-12-14,19064.44220050693
18_41_2012-12-21,19478.00793159796
18_41_2012-12-28,13477.618216513594
18_41_2013-01-04,9569.353570811556
18_41_2013-01-11,12979.773862390475
18_41_2013-01-18,13086.689637855894
18_41_2013-01-25,13080.542969542234
18_41_2013-02-01,11244.814887423661
18_41_2013-02-08,11432.532963460333
18_41_2013-02-15,8659.922777061598
18_41_2013-02-22,8463.668549686863
18_41_2013-03-01,8756.981869688574
18_41_2013-03-08,13812.543697038725
18_41_2013-03-15,13522.428389521325
18_41_2013-03-22,13775.192114174339
18_41_2013-03-29,13208.309621438477
18_41_2013-04-05,5786.784498526979
18_41_2013-04-12,13884.0320405897
18_41_2013-04-19,14359.585472075616
18_41_2013-04-26,13703.155941651634
18_41_2013-05-03,4733.309952227344
18_41_2013-05-10,14728.53687345977
18_41_2013-05-17,15018.709606624358
18_41_2013-05-24,15070.222889898825
18_41_2013-05-31,12876.814369253625
18_41_2013-06-07,15270.52341623279
18_41_2013-06-14,15194.38226156338
18_41_2013-06-21,15759.560839838503
18_41_2013-06-28,12502.416182949066
18_41_2013-07-05,13719.361975032834
18_41_2013-07-12,14610.384114967186
18_41_2013-07-19,15211.9159001673
18_41_2013-07-26,15823.218283178443
18_42_2012-11-02,8222.397444180096
18_42_2012-11-09,14725.16469095997
18_42_2012-11-16,16566.52342178367
18_42_2012-11-23,12239.131508629454
18_42_2012-11-30,16659.475256744932
18_42_2012-12-07,18534.59730330064
18_42_2012-12-14,18186.957680693882
18_42_2012-12-21,19254.789121120986
18_42_2012-12-28,11273.56549682407
18_42_2013-01-04,14206.194467097372
18_42_2013-01-11,12266.235791964467
18_42_2013-01-18,12452.50547957977
18_42_2013-01-25,12283.838135650156
18_42_2013-02-01,10025.339719282247
18_42_2013-02-08,14998.969318878755
18_42_2013-02-15,9847.956905434872
18_42_2013-02-22,9652.916371451169
18_42_2013-03-01,7191.760521884025
18_42_2013-03-08,13863.49598409508
18_42_2013-03-15,14202.264339461331
18_42_2013-03-22,13819.065689738523
18_42_2013-03-29,13755.432978724028
18_42_2013-04-05,7030.821197257639
18_42_2013-04-12,14058.177654884797
18_42_2013-04-19,14719.537020761016
18_42_2013-04-26,14835.290441922894
18_42_2013-05-03,6722.824824454094
18_42_2013-05-10,14434.668559437465
18_42_2013-05-17,15018.709606624358
18_42_2013-05-24,15947.55137006719
18_42_2013-05-31,12953.439244625577
18_42_2013-06-07,14907.351979308327
18_42_2013-06-14,15134.153688067274
18_42_2013-06-21,15712.36585145824
18_42_2013-06-28,12299.510973330973
18_42_2013-07-05,7825.446888090589
18_42_2013-07-12,13877.79455693034
18_42_2013-07-19,14791.295886812739
18_42_2013-07-26,15690.48020394571
18_43_2013-04-26,15140.51929656773
18_44_2012-11-02,6859.934902283535
18_44_2012-11-09,13438.95886502033
18_44_2012-11-16,12595.280643112555
18_44_2012-11-23,10908.395675450067
18_44_2012-11-30,23322.471342940862
18_44_2012-12-07,15442.433324264342
18_44_2012-12-14,18298.453981991483
18_44_2012-12-21,19524.095456100236
18_44_2012-12-28,8450.975951421919
18_44_2013-01-04,12089.38918314802
18_44_2013-01-11,14501.06345521946
18_44_2013-01-18,13499.728178214982
18_44_2013-01-25,12361.466050206313
18_44_2013-02-01,9616.947307317532
18_44_2013-02-08,8094.628507771685
18_44_2013-02-15,8005.896909482551
18_44_2013-02-22,8256.271902761622
18_44_2013-03-01,7201.45281280577
18_44_2013-03-08,13886.693660998595
18_44_2013-03-15,14195.331566119525
18_44_2013-03-22,14338.18470903325
18_44_2013-03-29,9463.995234694215
18_44_2013-04-05,7403.201506955147
18_44_2013-04-12,13769.080135883514
18_44_2013-04-19,14542.21339938711
18_44_2013-04-26,14993.013720261295
18_44_2013-05-03,6994.296800108875
18_44_2013-05-10,13747.410334302387
18_44_2013-05-17,14630.391795826981
18_44_2013-05-24,15202.01108916828
18_44_2013-05-31,13581.116120657365
18_44_2013-06-07,14271.72912938926
18_44_2013-06-14,14306.37241630784
18_44_2013-06-21,15010.842535169462
18_44_2013-06-28,11919.241061876714
18_44_2013-07-05,5671.233570056827
18_44_2013-07-12,13124.522983465815
18_44_2013-07-19,14420.142319510562
18_44_2013-07-26,15010.313378435478
18_45_2012-12-21,22173.120239442254
18_45_2013-02-08,9605.068552524806
18_45_2013-02-22,7580.31947975322
18_45_2013-03-08,13120.17957985621
18_45_2013-03-15,13072.630506730118
18_45_2013-03-22,14813.862663920832
18_45_2013-03-29,6970.843282357224
18_46_2012-11-02,11651.793103854587
18_46_2012-11-09,12623.2765628291
18_46_2012-11-16,13403.769959454243
18_46_2012-11-23,9501.800535064433
18_46_2012-11-30,40863.85239557734
18_46_2012-12-07,15838.619245859549
18_46_2012-12-14,20490.549249432555
18_46_2012-12-21,26727.72735057625
18_46_2012-12-28,9028.426522770267
18_46_2013-01-04,12958.359698261133
18_46_2013-01-11,14377.208734594107
18_46_2013-01-18,13557.669236187134
18_46_2013-01-25,11725.856549972163
18_46_2013-02-01,15474.824586162349
18_46_2013-02-08,12218.801429452527
18_46_2013-02-15,6584.616626279585
18_46_2013-02-22,7791.396609020159
18_46_2013-03-01,11780.282997437862
18_46_2013-03-08,11357.884796358338
18_46_2013-03-15,10147.131423902263
18_46_2013-03-22,11552.922791320503
18_46_2013-03-29,7658.293022848957
18_46_2013-04-05,13294.328175585693
18_46_2013-04-12,13596.564536812764
18_46_2013-04-19,13785.556324050482
18_46_2013-04-26,13676.35146323164
18_46_2013-05-03,13796.823303923402
18_46_2013-05-10,12865.964189142365
18_46_2013-05-17,13075.528018948222
18_46_2013-05-24,14216.699939003931
18_46_2013-05-31,15205.657260625407
18_46_2013-06-07,10349.533178773216
18_46_2013-06-14,13269.685833091846
18_46_2013-06-21,13101.98422483359
18_46_2013-06-28,13394.143375017982
18_46_2013-07-05,17950.65221819875
18_46_2013-07-12,10051.699098095767
18_46_2013-07-19,12203.991313789844
18_46_2013-07-26,10928.857817573771
18_47_2012-11-16,14048.192079971486
18_47_2013-02-22,5467.3506411937315
18_48_2012-12-21,18008.286822345945
18_48_2013-01-18,11553.901237070984
18_49_2012-11-02,5577.439457765522
18_49_2012-11-09,10902.27988191363
18_49_2012-11-16,12552.595299308165
18_49_2012-11-23,7753.254992150987
18_49_2012-11-30,21090.14187821177
18_49_2012-12-07,8894.164978157469
18_49_2012-12-14,13624.344508450344
18_49_2012-12-21,12191.984149280104
18_49_2012-12-28,7603.414679972983
18_49_2013-01-04,8608.011091235992
18_49_2013-01-11,5491.690556524562
18_49_2013-01-18,8234.997338530557
18_49_2013-01-25,5271.331555240879
18_49_2013-02-01,10316.152363238141
18_49_2013-02-08,8748.602960343958
18_49_2013-02-15,5631.309673786361
18_49_2013-02-22,4933.1596946043255
18_49_2013-03-01,9307.29317284589
18_49_2013-03-08,7660.22167868482
18_49_2013-03-15,8423.240198770769
18_49_2013-03-22,7903.03546182461
18_49_2013-03-29,5280.622463831282
18_49_2013-04-05,5359.852166591757
18_49_2013-04-12,9466.103115243013
18_49_2013-04-19,12053.890267861592
18_49_2013-04-26,10062.155770889827
18_49_2013-05-03,5387.001222265827
18_49_2013-05-10,7450.240422402007
18_49_2013-05-17,10533.831889601504
18_49_2013-05-24,7760.527788836169
18_49_2013-05-31,10374.677502448665
18_49_2013-06-07,7185.283315948171
18_49_2013-06-14,10037.7981619232
18_49_2013-06-21,7702.270929773436
18_49_2013-06-28,10272.743181076083
18_49_2013-07-05,12259.955488299516
18_49_2013-07-12,6264.613756933811
18_49_2013-07-19,8369.431651727064
18_49_2013-07-26,7459.724114488518
18_50_2012-11-02,3417.431393349023
18_50_2012-11-09,8470.395256628355
18_50_2012-11-16,10245.60852453559
18_50_2012-11-23,6702.677369106469
18_50_2012-11-30,21356.735892079116
18_50_2012-12-07,4296.879429414816
18_50_2012-12-14,7722.450937431204
18_50_2012-12-21,8460.443555904396
18_50_2012-12-28,5893.639524804039
18_50_2013-01-04,4420.323937046035
18_50_2013-01-11,4470.700471310976
18_50_2013-01-18,3966.8575445379324
18_50_2013-01-25,4271.254495703694
18_50_2013-02-01,7218.419638399418
18_50_2013-02-08,4935.8870216181795
18_50_2013-02-15,5893.8920686383735
18_50_2013-02-22,5265.419640191171
18_50_2013-03-01,3910.4271189798824
18_50_2013-03-08,6606.776542698904
18_50_2013-03-15,7569.882140768511
18_50_2013-03-22,5582.324566141146
18_50_2013-03-29,5099.661081011737
18_50_2013-04-05,4095.091048717501
18_50_2013-04-12,7187.419807226107
18_50_2013-04-19,10290.905278272063
18_50_2013-04-26,6568.354979984863
18_50_2013-05-03,4172.733187979065
18_50_2013-05-10,6859.591203715599
18_50_2013-05-17,10300.748994471973
18_50_2013-05-24,7451.145590197826
18_50_2013-05-31,9247.991678330989
18_50_2013-06-07,6297.257693488863
18_50_2013-06-14,8122.377201235161
18_50_2013-06-21,7314.015738144261
18_50_2013-06-28,8103.2239947807975
18_50_2013-07-05,3715.922602516952
18_50_2013-07-12,5966.9194727446475
18_50_2013-07-19,7120.565285259668
18_50_2013-07-26,7207.175294851074
18_52_2012-11-02,3119.5810937079805
18_52_2012-11-09,5214.385938714426
18_52_2012-11-16,5892.882147924187
18_52_2012-11-23,8265.792013346254
18_52_2012-11-30,16381.267740117573
18_52_2012-12-07,4780.175404747189
18_52_2012-12-14,6799.751806268638
18_52_2012-12-21,7704.302130461736
18_52_2012-12-28,6149.004799473234
18_52_2013-01-04,3141.102021174049
18_52_2013-01-11,4268.699674803777
18_52_2013-01-18,3741.954443927278
18_52_2013-01-25,3845.353427019068
18_52_2013-02-01,4251.907987491921
18_52_2013-02-08,4800.813851464203
18_52_2013-02-15,5193.6435773844005
18_52_2013-02-22,4108.03437739512
18_52_2013-03-01,3876.224591740302
